id,category1,category2,question,a,b,c,answer,explanation,active
1849,勤怠管理,始業・終業時刻の記録,終業後の片付けや引継ぎについて最も適切な考え方はどれですか,定時後の片付けは必ず労働時間ではない,業務上必要な片付けや引継ぎであれば労働時間となる場合がある,終業時刻は必ず就業規則上の定時に固定する,B,業務上必要な片付けや引継ぎは労働時間となる場合があります。終業時刻を就業規則上の定時に一律固定するのではなく、実際に業務を終えた時刻を踏まえて記録する必要があります。,TRUE
1850,勤怠管理,始業・終業時刻の記録,終業時刻として記録すべき考え方として最も適切なものはどれですか,定時になったら実際の業務状況に関係なく終業とする,業務を終了し使用者の指揮命令下から離れた時刻を確認する,会社の建物を出た時刻を常に終業時刻とする,B,終業時刻は実際に業務を終え、使用者の指揮命令下から離れた時刻を基準に確認することが重要です。定時になった時点で機械的に終業とすることや、建物を出た時刻を一律に終業時刻とすることは適切ではありません。定時後に業務上必要な作業をしていれば、その時間も労働時間となる場合があります。,TRUE
1851,税金・年末調整,ふるさと納税と寄附金控除,住宅ローン控除とふるさと納税を併用する場合の注意点として最も適切なものはどれですか,控除の適用順や所得税・住民税への影響を確認する,どちらも会社の給与明細だけで自動処理される,住宅ローン控除があればふるさと納税は手続不要になる,A,住宅ローン控除とふるさと納税は併用できる場合がありますが、所得税や住民税への控除反映のタイミングや控除上限額に影響することがあります。ふるさと納税はワンストップ特例や確定申告など別途手続きが必要であり、給与明細の年末調整だけで自動的に処理されるわけではありません。控除上限額や適用順を事前に確認することが重要です。,TRUE
1852,税金・年末調整,住宅ローン控除,住宅ローン控除について最も適切な説明はどれですか,住宅ローンがあれば無条件に毎年自動で控除される,賃貸住宅の家賃を全額控除する制度である,一定要件を満たす住宅ローン等について税額控除を受けられる制度である,C,住宅ローン控除は、床面積や借入期間などの要件を満たす住宅借入金等について税額控除を受ける制度です。住宅ローンを組んだだけで無条件かつ自動的に控除されるものではなく、また賃貸住宅の家賃を控除する制度でもありません。初年度は原則として確定申告が必要となるなど手続の確認が重要です。,TRUE
1853,税金・年末調整,住宅ローン控除,住宅ローン控除の初年度に確定申告が必要となることが多い理由として最も適切なものはどれですか,税務署で住宅や借入の要件を確認して適用を受けるため,金融機関が年末調整を行うため,住民税を必ずゼロにするため,A,住宅ローン控除の初年度は住宅の取得内容や借入金残高などの要件を税務署で確認する必要があるため確定申告が必要です。金融機関が自動的に年末調整を行うわけではなく、住民税が必ずゼロになるわけでもありません。2年目以降は要件を満たせば年末調整で対応できる場合があります。,TRUE
1854,税金・年末調整,住宅ローン控除,住宅ローン控除の申告を忘れた場合の対応として最も適切なものはどれですか,期限内であれば還付申告や更正の請求など可能な手続きを確認する,金融機関に返済すれば税金も自動で戻る,翌年の扶養控除等申告書に書けば自動反映される,A,住宅ローン控除の申告漏れに気づいた場合は、還付申告や更正の請求など可能な手続きを確認します。金融機関へ返済したからといって税金が自動的に戻るわけではなく、扶養控除等申告書に記載するだけで反映されるものでもありません。期限があるため放置せず早めに確認することが大切です。,TRUE
1855,税金・年末調整,住宅ローン控除,住宅ローン控除の適用を受ける際に確認すべきこととして最も適切なものはどれですか,居住開始日や借入金残高や住宅の要件,中古住宅ではないこと,通勤時間と通勤距離,A,住宅ローン控除は居住開始日、住宅の床面積、借入金残高、所得要件など複数の要件を満たす必要があります。中古住宅であることや通勤時間・通勤距離は控除の可否を直接左右する要件ではありません。必要書類を早めに確認することが重要です。,TRUE
1856,税金・年末調整,住宅ローン控除,住宅ローン控除の適用期間中に繰上返済や借換えをした場合の注意点として最も適切なものはどれですか,控除額や適用要件に影響する可能性があるため確認する,控除額は永久に変わらない,繰上返済しても年末残高は確認不要である,A,住宅ローン控除は年末残高や借入期間などが関係します。繰上返済や借換えを行うと返済期間や年末残高が変わり、控除額や適用要件に影響する可能性があるため確認が必要です。控除額が永久に変わらないわけではなく、繰上返済後も年末残高の確認は欠かせません。,TRUE
1857,税金・年末調整,住宅ローン控除,住宅ローン控除の年末調整で提出する書類として最も適切なものはどれですか,住宅借入金等特別控除申告書や借入金残高に関する証明書等,その年の医療費の領収書,前年の扶養控除等申告書,A,住宅ローン控除を年末調整で受ける場合は、住宅借入金等特別控除申告書や借入金残高に関する証明書等が必要となる場合があります。医療費の領収書や前年の扶養控除等申告書とは異なる書類が求められるため、年ごとの必要書類を確認することが重要です。,TRUE
1858,税金・年末調整,住宅ローン控除,住宅ローン控除の対象となるかどうかを判断する際に確認すべきこととして最も適切なものはどれですか,床面積や引渡し・入居時期など住宅ローン控除の要件を満たしているかを事前に確認する,住宅ローンを組んだ事実さえあれば要件を確認しなくても必ず控除を受けられる,控除の要件は毎年変わらないため一度確認すれば以後は確認不要である,A,住宅ローン控除を受けるには、床面積や取得日・居住開始時期、借入金の返済期間など、一定の要件を満たす必要があります。住宅ローンを組んだ事実だけで要件確認なしに控除を受けられるわけではなく、税制改正により要件や控除額が見直されることもあるため一度確認すれば以後は確認不要というわけでもありません。適用を受ける前に最新の要件を確認することが大切です。,TRUE
1859,税金・年末調整,住民税の基本,住民税の基本として最も適切な説明はどれですか,地方自治体に納める税金で前年の所得などをもとに計算される,国に納める消費税の一部である,毎月の所得税と必ず同額になる,A,住民税は地方税であり、通常は前年の所得などをもとに計算され翌年度に課税されます。国税である消費税とは異なり、また毎月の所得税と必ず同額になるわけでもありません。給与天引きされる特別徴収の場合は給与明細で控除額を確認できます。,TRUE
1860,税金・年末調整,住民税の基本,住民税の特別徴収について最も適切な説明はどれですか,会社が給与から住民税を差し引いて自治体へ納付する方法である,本人が毎月税務署へ所得税を納付する方法である,会社が任意で徴収する福利厚生費である,A,住民税の特別徴収では、会社が給与から住民税を控除して自治体へ納付します。本人が税務署へ所得税を納付する仕組みとは異なり、会社が任意に行う福利厚生費でもありません。給与明細で毎月の控除額を確認できます。,TRUE
1861,税金・年末調整,住民税の基本,住民税の納付が遅れた場合の対応として最も適切なものはどれですか,自治体からの通知を確認し早めに相談や納付を行う,放置すれば自動的に免除される,会社の年末調整で必ず消える,A,住民税は地方自治体へ納める税金であり、納期限を過ぎると延滞金などが生じる可能性があります。放置して自動的に免除されることはなく、会社の年末調整で住民税の未納が解消されるわけでもないため、通知を確認し早めに相談や納付を行うことが大切です。,TRUE
1862,税金・年末調整,住民税の基本,住民税の普通徴収について最も適切な説明はどれですか,本人が納付書等により自治体へ納付する方法である,会社が給与から必ず天引きする方法である,所得税を税務署へ納める方法である,A,住民税の普通徴収は、本人が自治体からの納付書等により納める方法です。会社が給与から必ず天引きするものではなく、所得税を税務署へ納める手続きとも異なります。退職や副業などにより普通徴収になる場合があります。,TRUE
1863,税金・年末調整,住民税の基本,住民税決定通知書を確認する意義として最も適切なものはどれですか,前年所得や各種控除が住民税計算に反映されているか確認できるため,近隣の市の住民税が記載されているため,健康保険証の番号を確認できるため,A,住民税決定通知書には所得や各種控除、税額などが記載されます。近隣自治体の住民税や健康保険証番号が記載されるものではなく、ふるさと納税や医療費控除などが正しく反映されているかを自分で確認することが重要です。,TRUE
1864,社会保険,出産・育児に関する給付,出産・育児に関する給付について最も適切な説明はどれですか,出産や育児で休業する場合に健康保険や雇用保険の給付が関係することがある,会社が任意で支給する祝い金だけである,出産後は社会保険の手続は一切不要である,A,出産には出産育児一時金や出産手当金、育児休業には育児休業給付などが関係する場合があり、これらは会社が任意に支給する祝い金とは異なる公的な制度です。制度ごとに保険者や申請先が異なるため、出産後も社会保険や雇用保険の手続きが必要になることがあります。,TRUE
1865,社会保険,出産・育児に関する給付,出産育児一時金と出産手当金の違いとして最も適切なものはどれですか,どちらも同じ給付である,出産育児一時金は出産費用の負担軽減で出産手当金は出産休業中の所得補償に関係する,出産育児一時金は雇用保険の失業給付である,B,出産育児一時金と出産手当金は目的が異なる別の給付です。出産育児一時金は出産費用の負担軽減を目的とし、出産手当金は出産のため休業して給与を十分受けられない期間の所得補償に関係します。出産育児一時金は雇用保険の失業給付ではなく健康保険等の給付であり、両者を区別して理解することが重要です。,TRUE
1866,社会保険,出産・育児に関する給付,出産育児一時金に関する説明として最も適切なものはどれですか,出産費用の負担軽減を目的とする公的医療保険の給付である,育児休業中の給与を全額補償する雇用保険の給付である,業務災害で出産した場合だけ支給される,A,出産育児一時金は出産費用の負担軽減を目的とする公的医療保険の給付です。育児休業中の給与を補償するものではなく、業務災害の有無にかかわらず支給される点で、出産手当金や育児休業給付とは目的が異なるため区別して理解します。,TRUE
1867,社会保険,出産・育児に関する給付,出産手当金に関する説明として最も適切なものはどれですか,出産のため会社を休み給与を十分受けられない被保険者を支援する健康保険の給付である,出産した家族全員に毎月支給される手当である,雇用保険から失業時に支給される給付である,A,出産手当金は、健康保険の被保険者が出産のため休業し給与を十分受けられない場合の生活保障として支給される給付です。出産した家族全員に支給される手当ではなく、雇用保険の失業給付とも異なるため、出産育児一時金との違いも含めて区別して理解する必要があります。,TRUE
1868,勤怠管理,休日労働・深夜労働,所定休日に出勤した場合の扱いとして最も適切なものはどれですか,所定休日の労働は常に法定休日労働として35%以上の割増になる,所定休日に働いた時間は賃金不要である,週40時間など法定労働時間を超える場合は時間外割増の対象となることがある,C,所定休日は会社が就業規則等で定めた休日であり、法定休日とは限りません。所定休日に働いた結果として週40時間などの法定労働時間を超える場合は時間外割増の対象となり、深夜帯であれば深夜割増も必要です。所定休日だからといって常に法定休日労働の割増率が適用されるわけではなく、賃金の支払いが不要になるわけでもありません。,TRUE
1869,勤怠管理,労働時間の基本,所定労働時間に関する説明として最も適切なものはどれですか,法律で全国一律に決められた勤務時間である,実際に働いた時間の合計である,会社が就業規則や労働契約で定める勤務時間である,C,所定労働時間は、会社が就業規則や労働契約で定める勤務時間です。法律で全国一律に決められた法定労働時間とは異なる概念であり、実際に働いた時間の合計とも区別されます。所定労働時間を超えても法定労働時間内であれば、法定時間外労働の割増賃金が必要になるとは限りません。,TRUE
1870,税金・年末調整,所得税の基本,所得税の確定申告が必要となる可能性があるケースとして最も適切なものはどれですか,副業所得が一定額を超える場合や医療費控除を受ける場合,給与所得者であればどんな場合も絶対に不要,年末調整を受ければ副業も自動精算される,A,会社員であっても、副業所得が一定額を超える場合や医療費控除、住宅ローン控除初年度などを受ける場合には確定申告が必要または有利になることがあります。給与所得者だからといって確定申告が絶対に不要というわけではなく、年末調整だけで副業分まで自動的に精算されるわけでもありません。,TRUE
1871,税金・年末調整,所得税の基本,所得税の還付申告について最も適切な説明はどれですか,源泉徴収された税額が多い場合などに還付を受けるための申告である,社会保険料を返金する申告である,会社が必ず全員分を行う申告である,A,還付申告は、源泉徴収された税額が年間の税額より多い場合などに、その差額の還付を受けるために行う申告です。医療費控除や住宅ローン控除初年度などが関係することが多く、社会保険料の返金を目的とするものではなく、会社が全員分を必ず行うものでもありません。,TRUE
1872,税金・年末調整,所得税の基本,所得税の基本として最も適切な説明はどれですか,個人の所得に対して国が課す税金である,買い物のたびにかかる地方税である,社会保険料の別名である,A,所得税は個人の所得に対して課される国税です。買い物のたびにかかる地方税である消費税や、社会保険料とは異なる税金であり、給与所得者の場合は毎月の源泉徴収と年末調整により多くのケースで精算されます。,TRUE
1873,税金・年末調整,所得税の基本,所得税の計算で所得控除が重要な理由として最も適切なものはどれですか,課税対象となる所得を減らし税額に影響するため,社会保険料を免除するため,住民税を会社が自由に決めるため,A,所得控除は、課税所得を計算する際に所得から差し引くもので、基礎控除、扶養控除、保険料控除などにより所得税額が変わることがあります。所得控除は社会保険料を免除するものではなく、住民税の税率を会社が自由に決める仕組みでもないため、控除の内容を正しく理解することが税額の把握につながります。,TRUE
1874,税金・年末調整,所得税の基本,所得税の累進課税について最も適切な説明はどれですか,課税所得が多くなるほど高い税率区分が適用される仕組みである,所得に関係なく全国民が同じ税額を払う仕組みである,給与額が増えても税額は絶対に増えない仕組みである,A,所得税は課税所得の金額が多くなるほど高い税率区分が適用される累進課税の仕組みです。所得に関係なく全国民が同じ税額を払うものではなく、給与額が増えれば税額も増える可能性があるため、所得控除により課税所得が変われば税額にも影響します。,TRUE
1875,税金・年末調整,所得税の基本,所得税を理解するうえで収入と所得を区別する理由として最も適切なものはどれですか,税金は収入そのものではなく所得や課税所得をもとに計算されるため,収入と所得は常に同額だから区別不要である,所得は手取り額の別名だから,A,税金は収入そのものではなく、収入から給与所得控除などを差し引いた所得、さらに所得控除を差し引いた課税所得をもとに計算されます。収入と所得は常に同額ではなく、所得は手取り額の別名でもないため、これらの用語の違いを正しく理解することが重要です。,TRUE
1876,社会保険,傷病手当金,傷病手当金と有給休暇の関係として最も適切なものはどれですか,有給休暇中も給与が満額支払われる場合は原則として傷病手当金は支給されない,有給休暇を使えば傷病手当金が必ず上乗せされる,有給休暇を使うと待期期間に一切含められない,A,傷病手当金は給与を十分受けられない場合の生活保障です。有給休暇などで給与が支払われている場合は支給調整の対象となります。有給休暇を取得しても傷病手当金が自動的に上乗せされるわけではなく、また有給休暇を取得した日も待期期間の算定に含められる場合があるため、選択肢のような単純な扱いにはなりません,TRUE
1877,社会保険,傷病手当金,傷病手当金に関する説明として最も適切なものはどれですか,業務外の病気やけがで仕事に就けず給与を十分受けられない場合の生活保障である,業務災害で休んだ場合に労災保険から必ず支給される給付である,医療費の自己負担をゼロにする制度である,A,傷病手当金は健康保険の給付であり業務外の病気やけがで働けず賃金を十分受けられない場合に生活を支える制度です。待期や支給期間などの要件があります。業務災害によるものは労災保険の対象となるため傷病手当金とは異なり、また医療費の自己負担をなくす制度でもない点に注意が必要です,TRUE
1878,社会保険,傷病手当金,傷病手当金の支給期間について最も適切なものはどれですか,支給開始日から通算して1年6か月である,病気が完治するまで無期限である,最大30日である,A,傷病手当金の支給期間は支給開始日から通算して1年6か月です。途中で復職した期間があっても通算管理されるため期間の確認が重要です。病気が完治したかどうかにかかわらず通算した期間が上限に達すれば支給は終了するため、無期限に受け取れるわけではありません,TRUE
1879,社会保険,傷病手当金,傷病手当金の待期期間について最も適切な説明はどれですか,休んだ初日から必ず支給される,連続する3日間を含み4日以上仕事に就けない場合に4日目以降が対象となる,1か月休まないと対象にならない,B,傷病手当金には連続3日間の待期があり、4日目以降の労務不能の日が対象となります。待期には公休日や有給休暇の日も含まれる場合があります,TRUE
1880,社会保険,傷病手当金,傷病手当金を考える際に注意すべき点として最も適切なものはどれですか,業務上のけがでも健康保険の傷病手当金を優先する,業務上や通勤災害によるけがは原則として労災保険の対象となる,給与が満額支払われても必ず傷病手当金が全額支給される,B,傷病手当金は業務外の病気やけがが対象です。業務上や通勤による災害は労災保険の対象となるため制度の違いを確認する必要があります。また給与が満額支払われている場合は支給調整の対象となるため、傷病手当金が必ず全額支給されるわけではありません,TRUE
1881,社会保険,傷病手当金,傷病手当金を申請する際に重要な確認として最も適切なものはどれですか,業務上のけがでも健康保険で処理する,医師の意見や事業主証明など必要な情報を整えて申請する,給与が満額支払われていても全額受け取れる,B,傷病手当金の申請では療養担当者や事業主の証明などが必要です。業務上のけがは労災保険の対象となるため制度の切り分けも重要です。また給与が満額支払われている場合は支給調整が行われるため、必ず全額を受け取れるわけではありません,TRUE
1882,税金・年末調整,所得税の基本,賞与からの源泉徴収について最も適切な説明はどれですか,賞与には所得税が一切かからない,賞与は年末調整に一切反映されない,賞与支給時にも一定の方法で所得税が源泉徴収される,C,賞与からも所得税が源泉徴収されます。年間の給与や賞与に対する税額は年末調整で精算されるため、賞与明細の確認も重要です,TRUE
1883,社会保険,保険料の給与控除,賞与から社会保険料が控除される場合の理解として最も適切なものはどれですか,賞与には社会保険料は絶対にかからない,賞与から控除されるのは所得税だけである,賞与にも健康保険料や厚生年金保険料がかかる場合がある,C,賞与にも社会保険料がかかる場合があります。月例給与だけでなく賞与明細でも控除内容を確認することが重要です。賞与から控除されるのは所得税だけでなく、健康保険料や厚生年金保険料なども対象になります,TRUE
1884,コミュニケーション・ビジネススキル,説明力,上司に業務の遅延を説明する際に最も適切なのはどれか,理由だけを詳しく話す,事実を曖昧に伝える,結論と原因と対応策をまとめて伝える,C,上司への報告では、理由だけを詳しく述べたり事実を曖昧に伝えたりすると、状況把握や判断が遅れてしまいます。結論・原因・対応策を整理して伝えることで、上司は状況を的確に把握し必要な支援や指示を出しやすくなります。特に遅延の連絡は早めに行い、今後の見通しまで添えることが信頼につながります,TRUE
1885,勤怠管理,休日労働・深夜労働,深夜労働に該当する時間帯として最も適切なものはどれですか,0時から8時,20時から24時,22時から翌5時,C,深夜労働は原則として22時から翌5時までの労働をいいます。この時間帯に労働した場合は深夜割増賃金の対象となります,TRUE
1886,勤怠管理,休日労働・深夜労働,深夜労働の割増賃金率として最も適切なものはどれですか,50%以上,35%以上,25%以上,C,深夜労働に対する割増率は25%以上です。時間外労働や休日労働と重なる場合は割増率を合算して確認する必要があります,TRUE
1887,勤怠管理,フレックスタイム制,清算期間が1か月を超えるフレックスタイム制について最も適切なものはどれですか,深夜労働の割増賃金が不要になる,1日や1週の労働時間管理が一切不要になる,労使協定を所轄労働基準監督署長へ届け出る必要がある,C,清算期間が1か月を超える場合は、労使協定の締結に加えて所轄労働基準監督署長への届出が必要です。時間外労働や深夜労働の管理も引き続き必要であり、深夜労働の割増賃金が不要になるわけではありません。また1日や1週の労働時間についても上限を超えないよう管理する必要があります,TRUE
1888,勤怠管理,フレックスタイム制,清算期間が1か月を超えるフレックスタイム制の労働時間管理として最も適切なものはどれですか,清算期間全体だけ見れば各月の労働時間は確認不要である,清算期間全体の週平均40時間以内に加えて各月ごとの週平均50時間以内も確認する,最初の月に長時間働かせても後の月で休めば常に問題ない,B,清算期間が1か月を超える場合は、清算期間全体で法定労働時間の総枠を超えないことに加え、各月ごとの労働時間が週平均50時間を超えないよう確認する必要があります。清算期間全体だけを見て各月の労働時間を確認しなくてよいわけではなく、特定の月に偏った長時間労働をさせると法令違反となる可能性があります,TRUE
1889,勤怠管理,フレックスタイム制,フレックスタイム制の清算期間について最も適切な説明はどれですか,毎日の労働時間を固定するための期間である,本人の評価期間と必ず同じにする必要がある,労働時間の過不足を計算するために定める期間であり最長3か月まで設定できる,C,清算期間はフレックスタイム制で総労働時間と実労働時間を比較し過不足を確認する期間です。現在は最長3か月まで設定できますが、長くするほど管理は複雑になります。毎日の労働時間を固定する制度ではなく、また評価期間と必ず一致させる必要もありません,TRUE
1890,税金・年末調整,保険料控除,生命保険料控除で区分確認が重要な理由として最も適切なものはどれですか,一般生命保険料、介護医療保険料、個人年金保険料などで控除計算が異なるため,保険会社名で税率が変わるため,勤務先の所在地で控除額が決まるため,A,生命保険料控除では保険の区分や新旧契約の違いにより控除額の計算が異なります。控除証明書を確認して記載します。保険会社名や勤務先の所在地によって控除額が変わるわけではなく、契約内容や保険期間などの区分に応じて計算されます,TRUE
1891,コミュニケーション・ビジネススキル,説明力,説明が誤解されやすい原因として適切なのはどれか,短時間で説明した ,曖昧な表現が多い,構造化されている,B,曖昧な表現は聞き手によって解釈が分かれやすく、誤解や認識のずれにつながります。反対に、短時間で簡潔に説明したり内容を構造化したりすること自体は誤解を減らす工夫であり、誤解の原因にはなりません。具体的な言葉や数値を用いて説明することが誤解を防ぐ基本です,TRUE
1892,コミュニケーション・ビジネススキル,説明力,説明が長くなりがちな場合の改善方法として適切なのはどれか,情報を増やす,話速を上げる,要点を整理する,C,情報を増やしたり話す速度を上げたりすると、かえって相手が要点をつかみにくくなり説明が長く感じられます。要点を整理し、伝えたい結論から順序立てて話すことで簡潔で伝わりやすい説明になります。事前に話す内容を絞り込んでおくことも効果的です,TRUE
1893,コミュニケーション・ビジネススキル,説明力,説明における構造化のメリットはどれか,情報量を増やせる,個性が強まる ,論理的に理解しやすくなる,C,説明を構造化すると情報同士の関係性や優先順位が明確になり、相手が論理的に理解しやすくなります。単に情報量を増やしたり個性を強めたりするだけでは、かえって要点が伝わりにくくなることもあります。結論・理由・具体例のような順序を意識すると構造化しやすくなります,TRUE
1894,コミュニケーション・ビジネススキル,説明力,説明中に相手の反応を確認する理由として適切なのはどれか,時間を延ばすため,説明を終えるため ,理解度に応じて調整するため,C,説明中に相手の表情や反応を確認するのは、時間を延ばしたり説明を早く終えたりするためではありません。相手の理解度に応じて説明の速度や詳しさを調整することで、伝達効果を高めることができます。反応が薄い場合は言い換えや具体例を追加するとよいでしょう,TRUE
1895,コミュニケーション・ビジネススキル,説明力,説明力を向上させるために重要な行動はどれか,短くすることだけ意識する ,振り返りと改善を行う,他人任せにする,B,説明を短くすることだけを意識したり他人に任せきりにしたりするだけでは、説明力は向上しません。自分の説明を振り返り、伝わらなかった点や改善できる点を見つけて次に活かすことで、説明の質を継続的に向上させることができます,TRUE
1896,コミュニケーション・ビジネススキル,説明力,専門用語を使う場面で適切な対応はどれか,積極的に多用する,相手の理解度に応じて補足説明する,同じ言い方を繰り返す ,B,専門用語を積極的に多用したり同じ言い方を繰り返したりするだけでは、相手に正しく伝わらないことがあります。相手の知識や理解度に応じて、必要に応じ平易な言葉で補足説明を行うことで誤解を防ぎ理解を高めることができます,TRUE
1897,コミュニケーション・ビジネススキル,交渉力,双方にとって納得感のある交渉を進めるために重要なのはどれか,相手に多く譲らせる,短時間で結論を出す,相手の利益も踏まえて合意点を探す,C,相手に一方的に譲らせようとしたり、十分な検討をせず短時間で結論を急いだりすると、後々の関係や合意の実行に支障が出ることがあります。交渉では双方の利益を整理し、共通点や代替案を探ることで、双方が納得できる合意形成がしやすくなります,TRUE
1898,勤怠管理,遅刻・早退・欠勤,早退する場合の対応として最も適切なものはどれですか,終業時刻を定時で記録して退勤する,早退した時間は必ず有給休暇に自動変換される,事前または速やかに上司へ申し出て実際の退勤時刻を記録する,C,早退する場合は業務への影響もあるため上司へ連絡し、実際の退勤時刻を記録することが必要です。有給休暇や時間単位休暇に振り替えるかは会社の制度と本人の申請に基づきます,TRUE
1899,コミュニケーション・ビジネススキル,質問力,相手が答えやすい質問として適切なのはどれか,曖昧な質問,長文の質問,具体的な内容の質問,C,曖昧な質問や長文の質問は、相手にとって何を聞かれているか分かりにくく、回答に迷わせてしまいます。具体的な内容を簡潔に尋ねることで、相手は質問の意図を理解しやすく、的確に回答しやすくなります,TRUE
1900,コミュニケーション・ビジネススキル,交渉力,相手の提案にすぐ同意できない場合の対応として適切なのはどれか,その場で否定する,理由を確認し代替案を検討する,交渉を中止する,B,その場で否定したり交渉自体を中止したりすると、双方にとって良い解決策を見つける機会を失ってしまいます。相手の提案にすぐ同意できない場合は、まず理由や背景を確認したうえで代替案を検討することで、建設的な交渉につなげることができます,TRUE
1901,コミュニケーション・ビジネススキル,質問力,相手の本音を引き出す質問として適切なのはどれか,表面的な確認だけ行う,結論を誘導する,背景や理由を尋ねる,C,背景や理由を聞くことで本音や課題が見えやすくなります。表面的な確認だけでは相手の考えの奥にある事情が見えず、結論を誘導する質問は本音とは異なる回答を引き出してしまう恐れがあります。オープンな質問で背景を尋ねることで、相手が話しやすい雰囲気をつくることが質問力の基本です。,TRUE
1902,コミュニケーション・ビジネススキル,説明力,相手の理解度が低そうな場合の対応として最も適切なのはどれか,説明を短くする,具体例や比喩を使う,話を早く終える,B,具体例や比喩を使うことで抽象的な内容もイメージしやすくなります。説明を短くしたり話を早く終えたりするだけでは、理解度が低い相手にはかえって内容が伝わりにくくなります。相手の反応を見ながら、身近な例えを交えて分かりやすく伝える工夫が説明力には求められます。,TRUE
1903,勤怠管理,始業・終業時刻の記録,打刻後に業務メールへ返信した場合の考え方として最も適切なものはどれですか,打刻後なので必ず労働時間ではない,本人が自主的に行った作業は常に労働時間ではない,業務上必要な対応であれば労働時間となる場合がある,C,打刻後であっても業務上必要な対応や指示に基づく作業であれば労働時間となる場合があります。未申告残業を防ぐためにも実態確認が重要です。,TRUE
1904,勤怠管理,勤怠不正・打刻漏れ防止,打刻忘れを減らすための仕組みとして最も適切なものはどれですか,上司が全員分を代理入力する,月末にまとめて記憶で入力させる,打刻リマインドや勤怠エラー通知や締日前チェックを活用する,C,打刻忘れは仕組みで減らすことができます。リマインドやエラー通知や締日前の確認を行うことで修正漏れや給与計算の誤りを防げます。上司が代理で入力したり月末に記憶だけで入力したりすると実態と異なる記録になりやすいため、日々の確認と本人による記録が基本となります。,TRUE
1905,勤怠管理,勤怠データの確認・修正,打刻漏れがあった場合の対応として最も適切なものはどれですか,打刻がない時間は労働していないものとして扱う,常に定時で自動登録する,本人と上司が実際の勤務状況を確認し所定の手続で修正する,C,打刻漏れがあった場合は実際の始業・終業時刻を確認して修正する必要があります。確認せずに一律処理すると賃金計算や労働時間管理に誤りが生じます。,TRUE
1906,社会保険,扶養と社会保険,退職後に家族の扶養に入る場合の対応として最も適切なものはどれですか,収入見込みや必要書類を確認して扶養認定手続きを行う,退職すれば自動的に扶養に入る,会社への届出は一切不要である,A,退職後に家族の健康保険の扶養に入る場合は、収入見込みや雇用保険受給状況などを確認して手続します。自動で扶養に入るわけではなく、必要書類の提出など会社や保険者への届出も必要です。,TRUE
1907,社会保険,健康保険,退職後の健康保険について最も適切な考え方はどれですか,退職後は公的医療保険に入らなくてよい,再就職するまでは医療保険に加入できない,任意継続や国民健康保険や家族の扶養など選択肢を確認する,C,退職後も公的医療保険への加入が必要です。任意継続、国民健康保険、家族の扶養など状況に応じて選択肢を確認します。再就職するまで医療保険に加入できないわけではなく、いずれかの制度を利用して加入を継続することになります。,TRUE
1908,社会保険,厚生年金保険,退職時に厚生年金から外れた後の対応として最も適切なものはどれですか,何もしなくても年金制度への加入は不要になる,再就職がない場合などは国民年金への切替手続が必要となる場合がある,退職後は年金制度に加入できない,B,退職して厚生年金資格を喪失した後、再就職しない場合などは国民年金への切替が必要になることがあります。退職後に年金制度へ加入できなくなるわけではなく、手続を行わないと未納期間が生じる可能性があるため注意が必要です。,TRUE
1909,社会保険,保険料の給与控除,退職時に社会保険料控除を確認する理由として最も適切なものはどれですか,退職月の保険料控除や資格喪失日の関係で控除額が変わることがあるため,退職すると保険料が必ず全額返金されるため,退職月は給与明細が不要になるため,A,退職月の社会保険料控除は資格喪失日や給与支払のタイミングにより変わります。保険料が退職時に全額返金されるわけではなく、給与明細も引き続き発行されるため、内容に疑問があれば担当部署に確認することが大切です。,TRUE
1910,社会保険,雇用保険,退職時の雇用保険手続きとして最も適切なものはどれですか,離職票など再就職や基本手当に関わる書類の要否を確認する,退職理由は給付に影響しない,雇用保険番号は退職時に必ず消滅する,A,退職時には雇用保険の資格喪失や離職票の発行が関係します。離職理由や被保険者期間は失業給付に影響するため正確な手続が重要です。雇用保険番号は退職後も引き続き使用されるため、消滅するわけではありません。,TRUE
1911,社会保険,退職時の手続き,退職時の社会保険手続きとして最も適切な対応はどれですか,退職後も会社の健康保険資格をそのまま使い続ける,本人から申し出がなければ会社は何もしない,資格喪失手続や健康保険証等の返却など必要な手続きを行う,C,退職時には健康保険や厚生年金の資格喪失、雇用保険の離職票などの手続が関係します。退職後に会社の健康保険をそのまま使い続けることはできず、資格喪失手続や証の返却は本人からの申し出がなくても会社側で行う必要があります。,TRUE
1912,社会保険,退職時の手続き,退職時の社会保険説明として最も適切なものはどれですか,退職後の手続は本人に一切説明しなくてよい,退職後も会社が医療費を負担すると本人に説明する,資格喪失日や保険証等の取扱い、任意継続や国民健康保険などの選択肢を会社から本人へ案内する,C,退職時には健康保険、年金、雇用保険など複数の制度が関係します。資格喪失日や退職後の選択肢を理解しておくことで手続漏れを防げます。退職後の医療費を会社が負担することはなく、本人への説明を省略せず案内することが求められます。,TRUE
1913,勤怠管理,勤怠不正・打刻漏れ防止,代理打刻について最も適切な考え方はどれですか,遅刻防止のためなら許容される,本人以外の打刻は勤務実態を歪めるため原則として認めるべきではない,上司が頼めば問題ない,B,代理打刻は実際の勤務時間を正しく記録できなくなるため不適切です。本人打刻を原則とし例外的な修正は理由確認と承認フローで処理する必要があります。,TRUE
